DATE,SUBDIVISION,YEAR,MONTH,MONTH_NAME,RAINFALL_MM,IS_OUTLIER_YEAR
1938-04-01,SOUTH INTERIOR KARNATAKA,1938,4,APR,40.7,False
1938-05-01,SOUTH INTERIOR KARNATAKA,1938,5,MAY,45.8,False
1938-06-01,SOUTH INTERIOR KARNATAKA,1938,6,JUN,144.4,False
1938-07-01,SOUTH INTERIOR KARNATAKA,1938,7,JUL,153.8,False
1938-08-01,SOUTH INTERIOR KARNATAKA,1938,8,AUG,237.6,False
1938-09-01,SOUTH INTERIOR KARNATAKA,1938,9,SEP,178.7,False
1938-10-01,SOUTH INTERIOR KARNATAKA,1938,10,OCT,30.6,False
1938-11-01,SOUTH INTERIOR KARNATAKA,1938,11,NOV,15.9,False
1938-12-01,SOUTH INTERIOR KARNATAKA,1938,12,DEC,2.6,False
1939-01-01,SOUTH INTERIOR KARNATAKA,1939,1,JAN,3.5,False
1939-02-01,SOUTH INTERIOR KARNATAKA,1939,2,FEB,0.0,False
1939-03-01,SOUTH INTERIOR KARNATAKA,1939,3,MAR,13.1,False
1939-04-01,SOUTH INTERIOR KARNATAKA,1939,4,APR,70.5,False
1939-05-01,SOUTH INTERIOR KARNATAKA,1939,5,MAY,49.6,False
1939-06-01,SOUTH INTERIOR KARNATAKA,1939,6,JUN,92.1,False
1939-07-01,SOUTH INTERIOR KARNATAKA,1939,7,JUL,184.7,False
1939-08-01,SOUTH INTERIOR KARNATAKA,1939,8,AUG,198.1,False
1939-09-01,SOUTH INTERIOR KARNATAKA,1939,9,SEP,114.7,False
1939-10-01,SOUTH INTERIOR KARNATAKA,1939,10,OCT,226.6,False
1939-11-01,SOUTH INTERIOR KARNATAKA,1939,11,NOV,71.6,False
1939-12-01,SOUTH INTERIOR KARNATAKA,1939,12,DEC,0.0,False
1940-01-01,SOUTH INTERIOR KARNATAKA,1940,1,JAN,0.0,False
1940-02-01,SOUTH INTERIOR KARNATAKA,1940,2,FEB,0.1,False
1940-03-01,SOUTH INTERIOR KARNATAKA,1940,3,MAR,0.7,False
1940-04-01,SOUTH INTERIOR KARNATAKA,1940,4,APR,60.1,False
1940-05-01,SOUTH INTERIOR KARNATAKA,1940,5,MAY,138.3,False
1940-06-01,SOUTH INTERIOR KARNATAKA,1940,6,JUN,177.6,False
1940-07-01,SOUTH INTERIOR KARNATAKA,1940,7,JUL,203.4,False
1940-08-01,SOUTH INTERIOR KARNATAKA,1940,8,AUG,188.7,False
1940-09-01,SOUTH INTERIOR KARNATAKA,1940,9,SEP,80.7,False
1940-10-01,SOUTH INTERIOR KARNATAKA,1940,10,OCT,174.9,False
1940-11-01,SOUTH INTERIOR KARNATAKA,1940,11,NOV,139.7,False
1940-12-01,SOUTH INTERIOR KARNATAKA,1940,12,DEC,15.8,False
1941-01-01,SOUTH INTERIOR KARNATAKA,1941,1,JAN,1.2,False
1941-02-01,SOUTH INTERIOR KARNATAKA,1941,2,FEB,2.3,False
1941-03-01,SOUTH INTERIOR KARNATAKA,1941,3,MAR,2.3,False
1941-04-01,SOUTH INTERIOR KARNATAKA,1941,4,APR,43.8,False
1941-05-01,SOUTH INTERIOR KARNATAKA,1941,5,MAY,73.8,False
1941-06-01,SOUTH INTERIOR KARNATAKA,1941,6,JUN,154.9,False
1941-07-01,SOUTH INTERIOR KARNATAKA,1941,7,JUL,186.5,False
1941-08-01,SOUTH INTERIOR KARNATAKA,1941,8,AUG,154.9,False
1941-09-01,SOUTH INTERIOR KARNATAKA,1941,9,SEP,129.8,False
1941-10-01,SOUTH INTERIOR KARNATAKA,1941,10,OCT,108.4,False
1941-11-01,SOUTH INTERIOR KARNATAKA,1941,11,NOV,19.5,False
1941-12-01,SOUTH INTERIOR KARNATAKA,1941,12,DEC,60.2,False
1942-01-01,SOUTH INTERIOR KARNATAKA,1942,1,JAN,0.1,False
1942-02-01,SOUTH INTERIOR KARNATAKA,1942,2,FEB,2.0,False
1942-03-01,SOUTH INTERIOR KARNATAKA,1942,3,MAR,0.5,False
1942-04-01,SOUTH INTERIOR KARNATAKA,1942,4,APR,45.0,False
1942-05-01,SOUTH INTERIOR KARNATAKA,1942,5,MAY,91.0,False
1942-06-01,SOUTH INTERIOR KARNATAKA,1942,6,JUN,164.1,False
1942-07-01,SOUTH INTERIOR KARNATAKA,1942,7,JUL,247.5,False
1942-08-01,SOUTH INTERIOR KARNATAKA,1942,8,AUG,145.9,False
1942-09-01,SOUTH INTERIOR KARNATAKA,1942,9,SEP,77.3,False
1942-10-01,SOUTH INTERIOR KARNATAKA,1942,10,OCT,109.0,False
1942-11-01,SOUTH INTERIOR KARNATAKA,1942,11,NOV,26.7,False
1942-12-01,SOUTH INTERIOR KARNATAKA,1942,12,DEC,23.7,False
1943-01-01,SOUTH INTERIOR KARNATAKA,1943,1,JAN,24.4,False
1943-02-01,SOUTH INTERIOR KARNATAKA,1943,2,FEB,0.9,False
1943-03-01,SOUTH INTERIOR KARNATAKA,1943,3,MAR,3.7,False
1943-04-01,SOUTH INTERIOR KARNATAKA,1943,4,APR,48.3,False
1943-05-01,SOUTH INTERIOR KARNATAKA,1943,5,MAY,189.9,False
1943-06-01,SOUTH INTERIOR KARNATAKA,1943,6,JUN,88.5,False
1943-07-01,SOUTH INTERIOR KARNATAKA,1943,7,JUL,243.1,False
1943-08-01,SOUTH INTERIOR KARNATAKA,1943,8,AUG,67.5,False
1943-09-01,SOUTH INTERIOR KARNATAKA,1943,9,SEP,137.0,False
1943-10-01,SOUTH INTERIOR KARNATAKA,1943,10,OCT,283.0,False
1943-11-01,SOUTH INTERIOR KARNATAKA,1943,11,NOV,50.8,False
1943-12-01,SOUTH INTERIOR KARNATAKA,1943,12,DEC,0.0,False
1944-01-01,SOUTH INTERIOR KARNATAKA,1944,1,JAN,0.2,False
1944-02-01,SOUTH INTERIOR KARNATAKA,1944,2,FEB,24.3,False
1944-03-01,SOUTH INTERIOR KARNATAKA,1944,3,MAR,37.0,False
1944-04-01,SOUTH INTERIOR KARNATAKA,1944,4,APR,21.7,False
1944-05-01,SOUTH INTERIOR KARNATAKA,1944,5,MAY,98.5,False
1944-06-01,SOUTH INTERIOR KARNATAKA,1944,6,JUN,100.0,False
1944-07-01,SOUTH INTERIOR KARNATAKA,1944,7,JUL,275.1,False
1944-08-01,SOUTH INTERIOR KARNATAKA,1944,8,AUG,82.0,False
1944-09-01,SOUTH INTERIOR KARNATAKA,1944,9,SEP,127.2,False
1944-10-01,SOUTH INTERIOR KARNATAKA,1944,10,OCT,178.5,False
1944-11-01,SOUTH INTERIOR KARNATAKA,1944,11,NOV,74.4,False
1944-12-01,SOUTH INTERIOR KARNATAKA,1944,12,DEC,6.7,False
1945-01-01,SOUTH INTERIOR KARNATAKA,1945,1,JAN,0.4,False
1945-02-01,SOUTH INTERIOR KARNATAKA,1945,2,FEB,1.2,False
1945-03-01,SOUTH INTERIOR KARNATAKA,1945,3,MAR,0.3,False
1945-04-01,SOUTH INTERIOR KARNATAKA,1945,4,APR,54.9,False
1945-05-01,SOUTH INTERIOR KARNATAKA,1945,5,MAY,93.3,False
1945-06-01,SOUTH INTERIOR KARNATAKA,1945,6,JUN,79.9,False
1945-07-01,SOUTH INTERIOR KARNATAKA,1945,7,JUL,260.9,False
1945-08-01,SOUTH INTERIOR KARNATAKA,1945,8,AUG,109.9,False
1945-09-01,SOUTH INTERIOR KARNATAKA,1945,9,SEP,72.6,False
1945-10-01,SOUTH INTERIOR KARNATAKA,1945,10,OCT,85.2,False
1945-11-01,SOUTH INTERIOR KARNATAKA,1945,11,NOV,33.7,False
1945-12-01,SOUTH INTERIOR KARNATAKA,1945,12,DEC,0.1,False
1946-01-01,SOUTH INTERIOR KARNATAKA,1946,1,JAN,0.1,False
1946-02-01,SOUTH INTERIOR KARNATAKA,1946,2,FEB,2.4,False
1946-03-01,SOUTH INTERIOR KARNATAKA,1946,3,MAR,14.8,False
1946-04-01,SOUTH INTERIOR KARNATAKA,1946,4,APR,62.5,False
1946-05-01,SOUTH INTERIOR KARNATAKA,1946,5,MAY,86.9,False
1946-06-01,SOUTH INTERIOR KARNATAKA,1946,6,JUN,146.8,False
1946-07-01,SOUTH INTERIOR KARNATAKA,1946,7,JUL,201.5,False
1946-08-01,SOUTH INTERIOR KARNATAKA,1946,8,AUG,255.9,False
1946-09-01,SOUTH INTERIOR KARNATAKA,1946,9,SEP,168.1,False
1946-10-01,SOUTH INTERIOR KARNATAKA,1946,10,OCT,112.9,False
1946-11-01,SOUTH INTERIOR KARNATAKA,1946,11,NOV,150.3,False
1946-12-01,SOUTH INTERIOR KARNATAKA,1946,12,DEC,42.9,False
1947-01-01,SOUTH INTERIOR KARNATAKA,1947,1,JAN,8.1,False
1947-02-01,SOUTH INTERIOR KARNATAKA,1947,2,FEB,5.9,False
1947-03-01,SOUTH INTERIOR KARNATAKA,1947,3,MAR,10.0,False
1947-04-01,SOUTH INTERIOR KARNATAKA,1947,4,APR,22.4,False
1947-05-01,SOUTH INTERIOR KARNATAKA,1947,5,MAY,53.2,False
1947-06-01,SOUTH INTERIOR KARNATAKA,1947,6,JUN,83.5,False
1947-07-01,SOUTH INTERIOR KARNATAKA,1947,7,JUL,238.9,False
1947-08-01,SOUTH INTERIOR KARNATAKA,1947,8,AUG,236.2,False
1947-09-01,SOUTH INTERIOR KARNATAKA,1947,9,SEP,139.7,False
1947-10-01,SOUTH INTERIOR KARNATAKA,1947,10,OCT,127.6,False
1947-11-01,SOUTH INTERIOR KARNATAKA,1947,11,NOV,15.2,False
1947-12-01,SOUTH INTERIOR KARNATAKA,1947,12,DEC,17.6,False
1948-01-01,SOUTH INTERIOR KARNATAKA,1948,1,JAN,4.0,False
1948-02-01,SOUTH INTERIOR KARNATAKA,1948,2,FEB,0.1,False
1948-03-01,SOUTH INTERIOR KARNATAKA,1948,3,MAR,3.2,False
1948-04-01,SOUTH INTERIOR KARNATAKA,1948,4,APR,70.7,False
1948-05-01,SOUTH INTERIOR KARNATAKA,1948,5,MAY,153.9,False
1948-06-01,SOUTH INTERIOR KARNATAKA,1948,6,JUN,135.6,False
1948-07-01,SOUTH INTERIOR KARNATAKA,1948,7,JUL,188.6,False
1948-08-01,SOUTH INTERIOR KARNATAKA,1948,8,AUG,255.6,False
1948-09-01,SOUTH INTERIOR KARNATAKA,1948,9,SEP,61.1,False
1948-10-01,SOUTH INTERIOR KARNATAKA,1948,10,OCT,117.7,False
1948-11-01,SOUTH INTERIOR KARNATAKA,1948,11,NOV,81.5,False
1948-12-01,SOUTH INTERIOR KARNATAKA,1948,12,DEC,2.1,False
1949-01-01,SOUTH INTERIOR KARNATAKA,1949,1,JAN,0.1,False
1949-02-01,SOUTH INTERIOR KARNATAKA,1949,2,FEB,0.1,False
1949-03-01,SOUTH INTERIOR KARNATAKA,1949,3,MAR,3.8,False
1949-04-01,SOUTH INTERIOR KARNATAKA,1949,4,APR,32.1,False
1949-05-01,SOUTH INTERIOR KARNATAKA,1949,5,MAY,103.6,False
1949-06-01,SOUTH INTERIOR KARNATAKA,1949,6,JUN,82.4,False
1949-07-01,SOUTH INTERIOR KARNATAKA,1949,7,JUL,179.5,False
1949-08-01,SOUTH INTERIOR KARNATAKA,1949,8,AUG,165.2,False
1949-09-01,SOUTH INTERIOR KARNATAKA,1949,9,SEP,107.8,False
1949-10-01,SOUTH INTERIOR KARNATAKA,1949,10,OCT,188.3,False
1949-11-01,SOUTH INTERIOR KARNATAKA,1949,11,NOV,13.6,False
1949-12-01,SOUTH INTERIOR KARNATAKA,1949,12,DEC,0.0,False
1950-01-01,SOUTH INTERIOR KARNATAKA,1950,1,JAN,0.1,False
1950-02-01,SOUTH INTERIOR KARNATAKA,1950,2,FEB,13.3,False
1950-03-01,SOUTH INTERIOR KARNATAKA,1950,3,MAR,0.8,False
1950-04-01,SOUTH INTERIOR KARNATAKA,1950,4,APR,6.5,False
1950-05-01,SOUTH INTERIOR KARNATAKA,1950,5,MAY,61.3,False
1950-06-01,SOUTH INTERIOR KARNATAKA,1950,6,JUN,91.2,False
1950-07-01,SOUTH INTERIOR KARNATAKA,1950,7,JUL,268.8,False
1950-08-01,SOUTH INTERIOR KARNATAKA,1950,8,AUG,148.7,False
1950-09-01,SOUTH INTERIOR KARNATAKA,1950,9,SEP,154.5,False
1950-10-01,SOUTH INTERIOR KARNATAKA,1950,10,OCT,133.7,False
1950-11-01,SOUTH INTERIOR KARNATAKA,1950,11,NOV,77.1,False
1950-12-01,SOUTH INTERIOR KARNATAKA,1950,12,DEC,0.4,False
1951-01-01,SOUTH INTERIOR KARNATAKA,1951,1,JAN,0.2,False
1951-02-01,SOUTH INTERIOR KARNATAKA,1951,2,FEB,0.0,False
1951-03-01,SOUTH INTERIOR KARNATAKA,1951,3,MAR,13.0,False
1951-04-01,SOUTH INTERIOR KARNATAKA,1951,4,APR,60.9,False
1951-05-01,SOUTH INTERIOR KARNATAKA,1951,5,MAY,135.2,False
1951-06-01,SOUTH INTERIOR KARNATAKA,1951,6,JUN,111.7,False
1951-07-01,SOUTH INTERIOR KARNATAKA,1951,7,JUL,205.7,False
1951-08-01,SOUTH INTERIOR KARNATAKA,1951,8,AUG,89.4,False
1951-09-01,SOUTH INTERIOR KARNATAKA,1951,9,SEP,177.9,False
1951-10-01,SOUTH INTERIOR KARNATAKA,1951,10,OCT,98.0,False
1951-11-01,SOUTH INTERIOR KARNATAKA,1951,11,NOV,33.3,False
1951-12-01,SOUTH INTERIOR KARNATAKA,1951,12,DEC,0.0,False
1952-01-01,SOUTH INTERIOR KARNATAKA,1952,1,JAN,0.3,False
1952-02-01,SOUTH INTERIOR KARNATAKA,1952,2,FEB,10.7,False
1952-03-01,SOUTH INTERIOR KARNATAKA,1952,3,MAR,0.6,False
1952-04-01,SOUTH INTERIOR KARNATAKA,1952,4,APR,40.0,False
1952-05-01,SOUTH INTERIOR KARNATAKA,1952,5,MAY,76.8,False
1952-06-01,SOUTH INTERIOR KARNATAKA,1952,6,JUN,106.8,False
1952-07-01,SOUTH INTERIOR KARNATAKA,1952,7,JUL,176.2,False
1952-08-01,SOUTH INTERIOR KARNATAKA,1952,8,AUG,156.2,False
1952-09-01,SOUTH INTERIOR KARNATAKA,1952,9,SEP,66.7,False
1952-10-01,SOUTH INTERIOR KARNATAKA,1952,10,OCT,188.6,False
1952-11-01,SOUTH INTERIOR KARNATAKA,1952,11,NOV,0.7,False
1952-12-01,SOUTH INTERIOR KARNATAKA,1952,12,DEC,48.2,False
1953-01-01,SOUTH INTERIOR KARNATAKA,1953,1,JAN,0.5,False
1953-02-01,SOUTH INTERIOR KARNATAKA,1953,2,FEB,2.2,False
1953-03-01,SOUTH INTERIOR KARNATAKA,1953,3,MAR,0.7,False
1953-04-01,SOUTH INTERIOR KARNATAKA,1953,4,APR,71.0,False
1953-05-01,SOUTH INTERIOR KARNATAKA,1953,5,MAY,34.4,False
1953-06-01,SOUTH INTERIOR KARNATAKA,1953,6,JUN,163.7,False
1953-07-01,SOUTH INTERIOR KARNATAKA,1953,7,JUL,368.5,False
1953-08-01,SOUTH INTERIOR KARNATAKA,1953,8,AUG,191.5,False
1953-09-01,SOUTH INTERIOR KARNATAKA,1953,9,SEP,113.0,False
1953-10-01,SOUTH INTERIOR KARNATAKA,1953,10,OCT,307.4,False
1953-11-01,SOUTH INTERIOR KARNATAKA,1953,11,NOV,2.6,False
1953-12-01,SOUTH INTERIOR KARNATAKA,1953,12,DEC,0.5,False
1954-01-01,SOUTH INTERIOR KARNATAKA,1954,1,JAN,1.8,False
1954-02-01,SOUTH INTERIOR KARNATAKA,1954,2,FEB,0.5,False
1954-03-01,SOUTH INTERIOR KARNATAKA,1954,3,MAR,8.9,False
1954-04-01,SOUTH INTERIOR KARNATAKA,1954,4,APR,38.5,False
1954-05-01,SOUTH INTERIOR KARNATAKA,1954,5,MAY,127.2,False
1954-06-01,SOUTH INTERIOR KARNATAKA,1954,6,JUN,139.3,False
1954-07-01,SOUTH INTERIOR KARNATAKA,1954,7,JUL,298.5,False
1954-08-01,SOUTH INTERIOR KARNATAKA,1954,8,AUG,175.6,False
1954-09-01,SOUTH INTERIOR KARNATAKA,1954,9,SEP,56.9,False
1954-10-01,SOUTH INTERIOR KARNATAKA,1954,10,OCT,164.8,False
1954-11-01,SOUTH INTERIOR KARNATAKA,1954,11,NOV,0.5,False
1954-12-01,SOUTH INTERIOR KARNATAKA,1954,12,DEC,18.6,False
1955-01-01,SOUTH INTERIOR KARNATAKA,1955,1,JAN,0.9,False
1955-02-01,SOUTH INTERIOR KARNATAKA,1955,2,FEB,0.1,False
1955-03-01,SOUTH INTERIOR KARNATAKA,1955,3,MAR,10.4,False
1955-04-01,SOUTH INTERIOR KARNATAKA,1955,4,APR,48.7,False
1955-05-01,SOUTH INTERIOR KARNATAKA,1955,5,MAY,168.2,False
1955-06-01,SOUTH INTERIOR KARNATAKA,1955,6,JUN,135.9,False
1955-07-01,SOUTH INTERIOR KARNATAKA,1955,7,JUL,88.9,False
1955-08-01,SOUTH INTERIOR KARNATAKA,1955,8,AUG,151.6,False
1955-09-01,SOUTH INTERIOR KARNATAKA,1955,9,SEP,201.2,False
1955-10-01,SOUTH INTERIOR KARNATAKA,1955,10,OCT,175.1,False
1955-11-01,SOUTH INTERIOR KARNATAKA,1955,11,NOV,18.1,False
1955-12-01,SOUTH INTERIOR KARNATAKA,1955,12,DEC,2.9,False
1956-01-01,SOUTH INTERIOR KARNATAKA,1956,1,JAN,0.4,False
1956-02-01,SOUTH INTERIOR KARNATAKA,1956,2,FEB,1.4,False
1956-03-01,SOUTH INTERIOR KARNATAKA,1956,3,MAR,2.5,False
1956-04-01,SOUTH INTERIOR KARNATAKA,1956,4,APR,68.5,False
1956-05-01,SOUTH INTERIOR KARNATAKA,1956,5,MAY,62.5,False
1956-06-01,SOUTH INTERIOR KARNATAKA,1956,6,JUN,209.6,False
1956-07-01,SOUTH INTERIOR KARNATAKA,1956,7,JUL,251.3,False
1956-08-01,SOUTH INTERIOR KARNATAKA,1956,8,AUG,137.1,False
1956-09-01,SOUTH INTERIOR KARNATAKA,1956,9,SEP,120.1,False
1956-10-01,SOUTH INTERIOR KARNATAKA,1956,10,OCT,265.0,False
1956-11-01,SOUTH INTERIOR KARNATAKA,1956,11,NOV,124.0,False
1956-12-01,SOUTH INTERIOR KARNATAKA,1956,12,DEC,1.2,False
1957-01-01,SOUTH INTERIOR KARNATAKA,1957,1,JAN,0.0,False
1957-02-01,SOUTH INTERIOR KARNATAKA,1957,2,FEB,0.5,False
1957-03-01,SOUTH INTERIOR KARNATAKA,1957,3,MAR,9.4,False
1957-04-01,SOUTH INTERIOR KARNATAKA,1957,4,APR,18.6,False
1957-05-01,SOUTH INTERIOR KARNATAKA,1957,5,MAY,169.0,False
1957-06-01,SOUTH INTERIOR KARNATAKA,1957,6,JUN,174.9,False
1957-07-01,SOUTH INTERIOR KARNATAKA,1957,7,JUL,242.6,False
1957-08-01,SOUTH INTERIOR KARNATAKA,1957,8,AUG,147.2,False
1957-09-01,SOUTH INTERIOR KARNATAKA,1957,9,SEP,47.0,False
1957-10-01,SOUTH INTERIOR KARNATAKA,1957,10,OCT,177.6,False
1957-11-01,SOUTH INTERIOR KARNATAKA,1957,11,NOV,77.9,False
1957-12-01,SOUTH INTERIOR KARNATAKA,1957,12,DEC,0.1,False
1958-01-01,SOUTH INTERIOR KARNATAKA,1958,1,JAN,3.3,False
1958-02-01,SOUTH INTERIOR KARNATAKA,1958,2,FEB,1.3,False
1958-03-01,SOUTH INTERIOR KARNATAKA,1958,3,MAR,13.1,False
1958-04-01,SOUTH INTERIOR KARNATAKA,1958,4,APR,60.6,False
1958-05-01,SOUTH INTERIOR KARNATAKA,1958,5,MAY,134.5,False
1958-06-01,SOUTH INTERIOR KARNATAKA,1958,6,JUN,163.2,False
1958-07-01,SOUTH INTERIOR KARNATAKA,1958,7,JUL,340.2,False
1958-08-01,SOUTH INTERIOR KARNATAKA,1958,8,AUG,201.7,False
1958-09-01,SOUTH INTERIOR KARNATAKA,1958,9,SEP,123.1,False
1958-10-01,SOUTH INTERIOR KARNATAKA,1958,10,OCT,108.7,False
1958-11-01,SOUTH INTERIOR KARNATAKA,1958,11,NOV,59.6,False
1958-12-01,SOUTH INTERIOR KARNATAKA,1958,12,DEC,0.6,False
1959-01-01,SOUTH INTERIOR KARNATAKA,1959,1,JAN,0.2,False
1959-02-01,SOUTH INTERIOR KARNATAKA,1959,2,FEB,2.5,False
1959-03-01,SOUTH INTERIOR KARNATAKA,1959,3,MAR,0.3,False
1959-04-01,SOUTH INTERIOR KARNATAKA,1959,4,APR,25.2,False
1959-05-01,SOUTH INTERIOR KARNATAKA,1959,5,MAY,89.8,False
1959-06-01,SOUTH INTERIOR KARNATAKA,1959,6,JUN,255.8,False
1959-07-01,SOUTH INTERIOR KARNATAKA,1959,7,JUL,425.6,False
1959-08-01,SOUTH INTERIOR KARNATAKA,1959,8,AUG,172.2,False
1959-09-01,SOUTH INTERIOR KARNATAKA,1959,9,SEP,218.2,False
1959-10-01,SOUTH INTERIOR KARNATAKA,1959,10,OCT,55.4,False
1959-11-01,SOUTH INTERIOR KARNATAKA,1959,11,NOV,29.3,False
1959-12-01,SOUTH INTERIOR KARNATAKA,1959,12,DEC,6.3,False
1960-01-01,SOUTH INTERIOR KARNATAKA,1960,1,JAN,0.3,False
1960-02-01,SOUTH INTERIOR KARNATAKA,1960,2,FEB,0.0,False
1960-03-01,SOUTH INTERIOR KARNATAKA,1960,3,MAR,15.3,False
1960-04-01,SOUTH INTERIOR KARNATAKA,1960,4,APR,42.4,False
1960-05-01,SOUTH INTERIOR KARNATAKA,1960,5,MAY,92.6,False
1960-06-01,SOUTH INTERIOR KARNATAKA,1960,6,JUN,119.8,False
1960-07-01,SOUTH INTERIOR KARNATAKA,1960,7,JUL,254.3,False
1960-08-01,SOUTH INTERIOR KARNATAKA,1960,8,AUG,124.4,False
1960-09-01,SOUTH INTERIOR KARNATAKA,1960,9,SEP,162.7,False
1960-10-01,SOUTH INTERIOR KARNATAKA,1960,10,OCT,112.8,False
1960-11-01,SOUTH INTERIOR KARNATAKA,1960,11,NOV,65.3,False
1960-12-01,SOUTH INTERIOR KARNATAKA,1960,12,DEC,0.2,False
1961-01-01,SOUTH INTERIOR KARNATAKA,1961,1,JAN,2.1,False
1961-02-01,SOUTH INTERIOR KARNATAKA,1961,2,FEB,3.4,False
1961-03-01,SOUTH INTERIOR KARNATAKA,1961,3,MAR,2.6,False
1961-04-01,SOUTH INTERIOR KARNATAKA,1961,4,APR,62.5,False
1961-05-01,SOUTH INTERIOR KARNATAKA,1961,5,MAY,161.6,False
1961-06-01,SOUTH INTERIOR KARNATAKA,1961,6,JUN,196.2,False
1961-07-01,SOUTH INTERIOR KARNATAKA,1961,7,JUL,492.7,False
1961-08-01,SOUTH INTERIOR KARNATAKA,1961,8,AUG,213.5,False
1961-09-01,SOUTH INTERIOR KARNATAKA,1961,9,SEP,93.8,False
1961-10-01,SOUTH INTERIOR KARNATAKA,1961,10,OCT,165.4,False
1961-11-01,SOUTH INTERIOR KARNATAKA,1961,11,NOV,14.3,False
1961-12-01,SOUTH INTERIOR KARNATAKA,1961,12,DEC,1.4,False
1962-01-01,SOUTH INTERIOR KARNATAKA,1962,1,JAN,1.4,False
1962-02-01,SOUTH INTERIOR KARNATAKA,1962,2,FEB,6.9,False
1962-03-01,SOUTH INTERIOR KARNATAKA,1962,3,MAR,5.5,False
1962-04-01,SOUTH INTERIOR KARNATAKA,1962,4,APR,81.3,False
1962-05-01,SOUTH INTERIOR KARNATAKA,1962,5,MAY,118.5,False
1962-06-01,SOUTH INTERIOR KARNATAKA,1962,6,JUN,66.1,False
1962-07-01,SOUTH INTERIOR KARNATAKA,1962,7,JUL,310.4,False
1962-08-01,SOUTH INTERIOR KARNATAKA,1962,8,AUG,268.5,False
1962-09-01,SOUTH INTERIOR KARNATAKA,1962,9,SEP,149.1,False
1962-10-01,SOUTH INTERIOR KARNATAKA,1962,10,OCT,203.7,False
1962-11-01,SOUTH INTERIOR KARNATAKA,1962,11,NOV,29.6,False
1962-12-01,SOUTH INTERIOR KARNATAKA,1962,12,DEC,65.9,False
1963-01-01,SOUTH INTERIOR KARNATAKA,1963,1,JAN,1.2,False
1963-02-01,SOUTH INTERIOR KARNATAKA,1963,2,FEB,2.8,False
1963-03-01,SOUTH INTERIOR KARNATAKA,1963,3,MAR,13.0,False
1963-04-01,SOUTH INTERIOR KARNATAKA,1963,4,APR,51.6,False
1963-05-01,SOUTH INTERIOR KARNATAKA,1963,5,MAY,78.1,False
1963-06-01,SOUTH INTERIOR KARNATAKA,1963,6,JUN,108.5,False
1963-07-01,SOUTH INTERIOR KARNATAKA,1963,7,JUL,197.5,False
1963-08-01,SOUTH INTERIOR KARNATAKA,1963,8,AUG,232.5,False
1963-09-01,SOUTH INTERIOR KARNATAKA,1963,9,SEP,92.6,False
1963-10-01,SOUTH INTERIOR KARNATAKA,1963,10,OCT,193.8,False
1963-11-01,SOUTH INTERIOR KARNATAKA,1963,11,NOV,9.0,False
1963-12-01,SOUTH INTERIOR KARNATAKA,1963,12,DEC,12.3,False
1964-01-01,SOUTH INTERIOR KARNATAKA,1964,1,JAN,0.0,False
1964-02-01,SOUTH INTERIOR KARNATAKA,1964,2,FEB,0.1,False
1964-03-01,SOUTH INTERIOR KARNATAKA,1964,3,MAR,0.7,False
1964-04-01,SOUTH INTERIOR KARNATAKA,1964,4,APR,23.6,False
1964-05-01,SOUTH INTERIOR KARNATAKA,1964,5,MAY,51.0,False
1964-06-01,SOUTH INTERIOR KARNATAKA,1964,6,JUN,122.2,False
1964-07-01,SOUTH INTERIOR KARNATAKA,1964,7,JUL,280.0,False
1964-08-01,SOUTH INTERIOR KARNATAKA,1964,8,AUG,305.4,False
1964-09-01,SOUTH INTERIOR KARNATAKA,1964,9,SEP,182.7,False
1964-10-01,SOUTH INTERIOR KARNATAKA,1964,10,OCT,121.5,False
1964-11-01,SOUTH INTERIOR KARNATAKA,1964,11,NOV,78.4,False
1964-12-01,SOUTH INTERIOR KARNATAKA,1964,12,DEC,3.8,False
1965-01-01,SOUTH INTERIOR KARNATAKA,1965,1,JAN,1.0,False
1965-02-01,SOUTH INTERIOR KARNATAKA,1965,2,FEB,0.2,False
1965-03-01,SOUTH INTERIOR KARNATAKA,1965,3,MAR,4.6,False
1965-04-01,SOUTH INTERIOR KARNATAKA,1965,4,APR,24.6,False
1965-05-01,SOUTH INTERIOR KARNATAKA,1965,5,MAY,42.0,False
1965-06-01,SOUTH INTERIOR KARNATAKA,1965,6,JUN,129.8,False
1965-07-01,SOUTH INTERIOR KARNATAKA,1965,7,JUL,245.2,False
1965-08-01,SOUTH INTERIOR KARNATAKA,1965,8,AUG,141.1,False
1965-09-01,SOUTH INTERIOR KARNATAKA,1965,9,SEP,81.4,False
1965-10-01,SOUTH INTERIOR KARNATAKA,1965,10,OCT,17.7,False
1965-11-01,SOUTH INTERIOR KARNATAKA,1965,11,NOV,25.8,False
1965-12-01,SOUTH INTERIOR KARNATAKA,1965,12,DEC,21.7,False
1966-01-01,SOUTH INTERIOR KARNATAKA,1966,1,JAN,4.2,False
1966-02-01,SOUTH INTERIOR KARNATAKA,1966,2,FEB,0.9,False
1966-03-01,SOUTH INTERIOR KARNATAKA,1966,3,MAR,2.5,False
1966-04-01,SOUTH INTERIOR KARNATAKA,1966,4,APR,24.7,False
1966-05-01,SOUTH INTERIOR KARNATAKA,1966,5,MAY,90.9,False
1966-06-01,SOUTH INTERIOR KARNATAKA,1966,6,JUN,82.3,False
1966-07-01,SOUTH INTERIOR KARNATAKA,1966,7,JUL,256.1,False
